name,price,category,store_name,unit,date
"Dairy Life Pure Desi Ghee Tin, ",2950.0,Ghee,Naheed Supermarket,1000g,2025-08-30 15:06:37.501522
Aseel Pure Butter Ghee ,3799.0,Ghee,Naheed Supermarket,400gm,2025-08-30 15:06:37.501522
Almarai Pure Butter Ghee ,3840.0,Ghee,Naheed Supermarket,400gm,2025-08-30 15:06:37.501522
"Rivayat Banaspati Ghee, ",594.0,Ghee,Naheed Supermarket,1Kg Pouch,2025-08-30 15:06:37.501522
"Eva VTF Banaspati, ",3075.0,Ghee,Naheed Supermarket,"1kg Each, 5-Pack",2025-08-30 15:06:37.501522
"Dalda Fortified Cooking Oil Pouch, ",569.0,Ghee,Naheed Supermarket,1 Litre,2025-08-30 15:06:37.501522
Soya Supreme Cooking Oil ,588.0,Ghee,Naheed Supermarket,1 Litre Pouch,2025-08-30 15:06:37.501522
Eva Canola Oil ,597.0,Ghee,Naheed Supermarket,1 Litre Pouch,2025-08-30 15:06:37.501522
Eva Cooking Oil ,589.0,Ghee,Naheed Supermarket,1 Litre Pouch,2025-08-30 15:06:37.501522
Canolive Premium Canola and Sunflower Oil ,694.0,Ghee,Naheed Supermarket,1 Litre Standy Pouch,2025-08-30 15:06:37.501522
Dalda Fortified Canola Oil ,579.0,Ghee,Naheed Supermarket,1 Litre Pouch,2025-08-30 15:06:37.501522
Eva Sunflower Oil ,620.0,Ghee,Naheed Supermarket,1 Litre Pouch,2025-08-30 15:06:37.501522
